timestamp,sensor1_smoothed,sensor1_bpm,sensor2_smoothed,sensor2_bpm,status,
2025-08-12 14:22,136.63,53.48,11.09,54.04,-40,OK
2025-08-12 14:22,129.77,53.48,6.35,54.04,-40,OK
2025-08-12 14:22,120.39,53.48,3.29,54.04,-40,OK
2025-08-12 14:22,110.78,53.48,-1.45,54.04,-40,OK
2025-08-12 14:22,102.91,53.48,-7.99,54.04,-40,OK
2025-08-12 14:22,99.4,53.48,-13.78,54.04,-40,OK
2025-08-12 14:22,103.98,53.48,-18.77,54.04,-40,OK
2025-08-12 14:22,122.73,53.48,-24.59,54.04,-40,OK
2025-08-12 14:22,154.76,53.48,-30.14,54.04,-40,OK
2025-08-12 14:22,196.2,53.48,-33.73,54.04,-40,OK
2025-08-12 14:22,246.21,53.48,-36.99,54.04,-40,OK
2025-08-12 14:22,299.86,53.48,-39.32,54.04,-40,OK
2025-08-12 14:22,348.35,53.48,-40.43,54.04,-40,OK
2025-08-12 14:22,387.79,77.48,-43.21,54.04,-40,OK
2025-08-12 14:22,418.41,77.48,-44,54.04,-40,OK
2025-08-12 14:22,433.15,77.48,-44.55,54.04,-40,OK
2025-08-12 14:22,432.35,77.48,-42.59,54.04,-40,OK
2025-08-12 14:22,415.98,77.48,-38.41,54.04,-40,OK
2025-08-12 14:22,384.78,77.48,-28.73,54.04,-40,OK
2025-08-12 14:22,338.99,77.48,-14.81,54.04,-40,OK
2025-08-12 14:22,286.96,77.48,6.43,54.04,-40,OK
2025-08-12 14:22,226.89,77.48,37.09,54.04,-40,OK
2025-08-12 14:22,167.5,77.48,73.29,54.04,-40,OK
2025-08-12 14:22,110.15,77.48,113.81,54.04,-40,OK
2025-08-12 14:22,58.69,77.48,159.55,54.04,-40,OK
2025-08-12 14:22,12.16,77.48,204.05,72.23,120,OK
2025-08-12 14:22,-24.63,77.48,241.36,72.23,120,OK
2025-08-12 14:22,-55.31,77.48,274.88,72.23,120,OK
2025-08-12 14:22,-76.28,77.48,300.29,72.23,120,OK
2025-08-12 14:22,-87.11,77.48,314.15,72.23,120,OK
2025-08-12 14:22,-87.59,77.48,317.7,72.23,120,OK
2025-08-12 14:22,-80.4,77.48,312.17,72.23,120,OK
2025-08-12 14:22,-66.83,77.48,298.95,72.23,120,OK
2025-08-12 14:22,-47.95,77.48,279.04,72.23,120,OK
2025-08-12 14:22,-25,77.48,252.26,72.23,120,OK
2025-08-12 14:22,-2.22,77.48,220.46,72.23,120,OK
2025-08-12 14:22,21.44,77.48,184.39,72.23,120,OK
2025-08-12 14:22,42.54,77.48,144.4,72.23,120,OK
2025-08-12 14:22,59.87,77.48,103.49,72.23,120,OK
2025-08-12 14:22,69.76,77.48,64.48,72.23,120,OK
2025-08-12 14:22,75.94,77.48,28.15,72.23,120,OK
2025-08-12 14:22,74.42,77.48,-5.55,72.23,120,OK
2025-08-12 14:22,70.96,77.48,-35.11,72.23,120,OK
2025-08-12 14:22,64.26,77.48,-62.92,72.23,120,OK
2025-08-12 14:22,57.28,77.48,-86.6,72.23,120,OK
2025-08-12 14:22,47.85,77.48,-107.61,72.23,120,OK
2025-08-12 14:22,38.53,77.48,-124.03,72.23,120,OK
2025-08-12 14:22,28.9,77.48,-139.2,72.23,120,OK
2025-08-12 14:22,19.49,77.48,-148.35,72.23,120,OK
